Symbol,Company Name,Market Cap,Stock Price,Percent Change,Revenue
FFIN,"First Financial Bankshares, Inc.",5.33B,37.26,-0.96%,536.91M
MAC,The Macerich Company,5.31B,20.78,-0.43%,788.29M
SKY,"Champion Homes, Inc.",5.30B,92.33,0.80%,2.34B
SAIC,Science Applications International Corporation,5.29B,108.28,-0.90%,7.38B
CALM,"Cal-Maine Foods, Inc.",5.29B,107.90,-6.82%,3.08B
HXL,Hexcel Corporation,5.28B,65.20,-1.36%,1.90B
MSGS,Madison Square Garden Sports Corp.,5.28B,219.87,-0.33%,1.04B
GTES,Gates Industrial Corporation plc,5.27B,20.69,-0.62%,3.44B
OPCH,"Option Care Health, Inc.",5.26B,30.92,-1.53%,4.78B
CLBT,Cellebrite DI Ltd.,5.25B,24.04,0.17%,385.17M
SOUN,"SoundHound AI, Inc.",5.23B,14.15,1.07%,67.30M
SNDR,"Schneider National, Inc.",5.21B,29.75,-1.46%,5.29B
BCPC,Balchem Corporation,5.20B,159.96,0.55%,942.38M
UBSI,"United Bankshares, Inc.",5.20B,38.50,0.08%,1.01B
ACT,"Enact Holdings, Inc.",5.19B,33.78,-0.53%,1.20B
KRG,Kite Realty Group Trust,5.18B,23.15,-1.57%,827.40M
TENB,"Tenable Holdings, Inc.",5.18B,43.09,-0.30%,877.60M
AXSM,"Axsome Therapeutics, Inc.",5.16B,106.46,-2.20%,338.46M
FIVE,"Five Below, Inc.",5.16B,93.78,-2.45%,3.82B
RRR,"Red Rock Resorts, Inc.",5.15B,49.05,-0.95%,1.91B
AL,Air Lease Corporation,5.15B,46.20,-0.67%,2.74B
VIST,"Vista Energy, S.A.B. de C.V.",5.15B,53.95,-2.83%,1.49B
HWC,Hancock Whitney Corporation,5.15B,59.74,-0.37%,1.39B
NE.WSA,Noble Corporation plc,5.14B,12.11,0.08%,2.65B
NE,Noble Corporation plc,5.14B,32.05,-1.78%,2.65B
CUZ,Cousins Properties Incorporated,5.12B,30.53,0.76%,827.91M
SIGI,"Selective Insurance Group, Inc.",5.11B,84.13,2.42%,4.86B
BBAR,Banco BBVA Argentina S.A.,5.11B,21.85,-3.32%,2.19B
URBN,"Urban Outfitters, Inc.",5.11B,55.42,-1.77%,5.40B
LEA,Lear Corporation,5.11B,94.09,-2.86%,23.43B
PIPR,Piper Sandler Companies,5.11B,317.14,2.30%,1.53B
AMTM,"Amentum Holdings, Inc.",5.10B,20.97,4.80%,8.39B
VRNS,"Varonis Systems, Inc.",5.10B,45.36,0.93%,546.54M
ALKS,Alkermes plc,5.10B,31.53,-1.19%,1.51B
QLYS,"Qualys, Inc.",5.10B,139.41,-0.23%,592.95M
SLG,SL Green Realty Corp.,5.09B,67.39,1.76%,969.77M
OKLO,Oklo Inc.,5.08B,41.61,-0.72%,-
SEE,Sealed Air Corporation,5.07B,34.83,-1.47%,5.40B
RDN,Radian Group Inc.,5.07B,34.02,-1.62%,1.30B
KTB,"Kontoor Brands, Inc.",5.06B,91.85,-3.95%,2.58B
CLF,Cleveland-Cliffs Inc.,5.06B,10.24,-2.38%,19.97B
COLM,Columbia Sportswear Company,5.05B,88.30,-2.28%,3.33B
LOPE,"Grand Canyon Education, Inc.",5.05B,175.64,0.69%,1.02B
AVAV,"AeroVironment, Inc.",5.04B,180.15,4.75%,761.50M
KTOS,"Kratos Defense & Security Solutions, Inc.",5.04B,33.37,-0.83%,1.13B
IONS,"Ionis Pharmaceuticals, Inc.",5.04B,31.90,-4.26%,803.07M
SHAK,Shake Shack Inc.,5.02B,118.13,-3.28%,1.21B
LUMN,"Lumen Technologies, Inc.",5.01B,4.940,-1.20%,13.30B
SOBO,South Bow Corporation,4.99B,23.90,-1.57%,-
PVH,PVH Corp.,4.98B,89.60,-3.65%,8.77B
BIPC,Brookfield Infrastructure Corporation,4.97B,41.72,-0.71%,3.67B
CTRE,"CareTrust REIT, Inc.",4.96B,26.50,-,269.08M
PHI,PLDT Inc.,4.96B,22.69,-0.61%,3.85B
PECO,"Phillips Edison & Company, Inc.",4.95B,36.33,-1.04%,642.79M
SFBS,"ServisFirst Bancshares, Inc.",4.95B,90.67,0.59%,460.13M
ACA,"Arcosa, Inc.",4.94B,101.30,-0.37%,2.49B
PAGP,"Plains GP Holdings, L.P.",4.92B,21.15,-2.76%,50.37B
AROC,"Archrock, Inc.",4.92B,28.09,-6.34%,1.09B
LAZ,"Lazard, Inc.",4.92B,54.37,-1.43%,3.05B
BOOT,"Boot Barn Holdings, Inc.",4.91B,160.85,-7.83%,1.85B
IEP,Icahn Enterprises L.P.,4.91B,9.74,-,10.06B
FLG,"Flagstar Financial, Inc.",4.91B,11.83,6.96%,1.62B
CIVI,"Civitas Resources, Inc.",4.90B,50.76,-1.59%,5.04B
WTM,"White Mountains Insurance Group, Ltd.",4.89B,"1,932.46",-1.15%,2.73B
FCFS,"FirstCash Holdings, Inc.",4.88B,109.15,-2.90%,3.39B
ASAN,"Asana, Inc.",4.88B,21.34,-0.05%,706.68M
SKYW,"SkyWest, Inc.",4.88B,120.92,3.56%,3.53B
RDNT,"RadNet, Inc.",4.85B,65.47,-3.69%,1.77B
BCC,Boise Cascade Company,4.85B,126.16,-1.94%,6.80B
KBH,KB Home,4.84B,67.10,-2.41%,6.93B
ITRI,"Itron, Inc.",4.84B,107.36,-0.10%,2.41B
TGS,Transportadora de Gas del Sur S.A.,4.84B,28.24,-3.78%,570.31M
BWIN,"The Baldwin Insurance Group, Inc.",4.82B,40.95,-1.35%,1.34B
AGO,Assured Guaranty Ltd.,4.81B,94.60,-0.91%,867.00M
RUSHA,"Rush Enterprises, Inc.",4.80B,60.75,-1.46%,7.82B
BOX,"Box, Inc.",4.80B,33.39,0.48%,1.07B
ESGR,Enstar Group Limited,4.80B,326.99,-0.19%,1.07B
ACHR,Archer Aviation Inc.,4.79B,9.45,1.94%,-
NJR,New Jersey Resources Corporation,4.78B,47.95,0.13%,1.80B
NSA,National Storage Affiliates Trust,4.77B,37.15,-0.80%,786.92M
SITM,SiTime Corporation,4.77B,204.20,0.22%,176.99M
ITGR,Integer Holdings Corporation,4.77B,142.22,-0.90%,1.71B
NEU,NewMarket Corporation,4.77B,498.02,-0.54%,2.78B
VVV,Valvoline Inc.,4.76B,37.11,-1.67%,1.62B
BBU,Brookfield Business Partners L.P.,4.76B,21.94,0.97%,46.60B
BRZE,"Braze, Inc.",4.76B,45.98,0.26%,563.97M
NXST,"Nexstar Media Group, Inc.",4.75B,153.22,-2.34%,5.22B
WHD,"Cactus, Inc.",4.75B,59.71,-1.13%,1.13B
LB,LandBridge Company LLC,4.75B,64.87,-0.54%,90.91M
RUSHB,"Rush Enterprises, Inc.",4.74B,57.32,-1.38%,7.82B
ELPC,Companhia Paranaense de Energia - COPEL,4.72B,5.88,-2.16%,4.08B
ELP,Companhia Paranaense de Energia - COPEL,4.72B,6.66,-0.89%,4.08B
SNRE,Sunrise Communications AG,4.71B,49.73,0.85%,3.60B
MATX,"Matson, Inc.",4.71B,141.85,0.36%,3.32B
BDC,Belden Inc.,4.70B,116.47,-0.94%,2.35B
VRNA,Verona Pharma plc,4.69B,57.30,0.10%,5.62M
CBT,Cabot Corporation,4.69B,86.47,-0.88%,3.99B
SON,Sonoco Products Company,4.68B,47.64,-1.35%,6.57B
NARI,"Inari Medical, Inc.",4.68B,79.67,-0.03%,574.50M
MGY,Magnolia Oil & Gas Corporation,4.66B,23.70,-3.27%,1.31B
RELY,"Remitly Global, Inc.",4.65B,23.50,-0.97%,1.18B
EXPO,"Exponent, Inc.",4.65B,91.67,-0.62%,508.60M
LANC,Lancaster Colony Corporation,4.65B,168.74,-0.32%,1.88B
KRC,Kilroy Realty Corporation,4.65B,39.02,0.33%,1.12B
IDCC,"InterDigital, Inc.",4.64B,182.98,-0.96%,721.23M
TNET,"TriNet Group, Inc.",4.63B,93.39,1.99%,4.97B
KRYS,"Krystal Biotech, Inc.",4.59B,159.74,2.35%,241.52M
PONY,Pony AI Inc.,4.59B,13.16,-2.01%,84.33M
BGC,"BGC Group, Inc.",4.58B,9.54,-0.52%,2.12B
WFRD,Weatherford International plc,4.57B,62.95,-2.57%,5.53B
FELE,"Franklin Electric Co., Inc.",4.57B,99.99,0.64%,2.01B
TGTX,"TG Therapeutics, Inc.",4.55B,31.70,-4.98%,264.79M
SANM,Sanmina Corporation,4.55B,83.73,-0.57%,7.70B
AB,AllianceBernstein Holding L.P.,4.54B,40.06,0.58%,134.10M
FTDR,"Frontdoor, Inc.",4.54B,59.88,-3.29%,1.83B
TIGO,Millicom International Cellular S.A.,4.52B,26.70,-1.87%,5.85B
ABCB,Ameris Bancorp,4.52B,65.65,0.12%,1.08B
IPAR,"Interparfums, Inc.",4.52B,141.02,-1.58%,1.42B
ROAD,"Construction Partners, Inc.",4.50B,80.40,0.47%,1.82B
CRC,California Resources Corporation,4.50B,49.20,-3.57%,2.59B
MSM,"MSC Industrial Direct Co., Inc.",4.49B,80.41,-1.81%,3.80B
CNS,"Cohen & Steers, Inc.",4.48B,88.63,-0.23%,517.42M
AVT,"Avnet, Inc.",4.47B,51.66,0.49%,22.48B
BC,Brunswick Corporation,4.45B,67.44,-2.32%,5.24B
ALGM,"Allegro MicroSystems, Inc.",4.43B,24.09,0.38%,772.76M
IRT,"Independence Realty Trust, Inc.",4.43B,19.21,0.58%,641.63M
IESC,"IES Holdings, Inc.",4.43B,221.28,-2.49%,2.88B
FUN,Six Flags Entertainment Corporation,4.42B,44.09,-0.99%,2.39B
AHR,"American Healthcare REIT, Inc.",4.41B,28.29,-1.74%,2.01B
SLAB,Silicon Laboratories Inc.,4.40B,135.59,-0.08%,504.98M
KAI,Kadant Inc.,4.38B,372.90,-0.88%,1.03B
STRL,"Sterling Infrastructure, Inc.",4.37B,142.42,-2.92%,2.10B
TXNM,"TXNM Energy, Inc.",4.36B,48.35,0.56%,1.91B
ZETA,Zeta Global Holdings Corp.,4.36B,18.35,0.16%,901.40M
VRRM,Verra Mobility Corporation,4.35B,26.39,-1.27%,868.72M
SM,SM Energy Company,4.34B,37.96,-4.17%,2.34B
POR,Portland General Electric Company,4.34B,41.14,-0.41%,3.34B
AEIS,"Advanced Energy Industries, Inc.",4.34B,115.08,0.24%,1.47B
EEFT,"Euronet Worldwide, Inc.",4.33B,98.50,-0.58%,3.90B
M,"Macy's, Inc.",4.33B,15.58,-1.20%,23.37B
VCTR,"Victory Capital Holdings, Inc.",4.30B,66.18,0.02%,866.90M
KMPR,Kemper Corporation,4.30B,67.18,-1.34%,4.64B
MMS,"Maximus, Inc.",4.30B,75.29,-0.92%,5.31B
CAMT,Camtek Ltd.,4.29B,94.54,3.95%,400.63M
CBZ,"CBIZ, Inc.",4.29B,85.81,-0.86%,1.68B
GEO,"The GEO Group, Inc.",4.29B,31.51,0.16%,2.42B
GLNG,Golar LNG Limited,4.25B,40.75,0.34%,274.13M
GDS,GDS Holdings Limited,4.22B,21.71,-5.81%,1.56B
BKH,Black Hills Corporation,4.20B,58.73,-0.49%,2.12B
ACHC,"Acadia Healthcare Company, Inc.",4.19B,45.11,0.02%,3.12B
GBDC,"Golub Capital BDC, Inc.",4.16B,15.73,0.58%,724.68M
LBTYK,Liberty Global Ltd.,4.16B,11.73,-0.17%,7.67B
LBTYB,Liberty Global Ltd.,4.16B,11.75,0.86%,7.67B
GBTG,"Global Business Travel Group, Inc.",4.15B,8.82,-2.00%,2.38B
NWL,Newell Brands Inc.,4.14B,9.96,-4.78%,7.71B
RXO,"RXO, Inc.",4.12B,25.65,-0.39%,3.86B
PRIM,Primoris Services Corporation,4.12B,76.77,-0.35%,6.14B
CNO,"CNO Financial Group, Inc.",4.12B,39.94,-0.50%,4.52B
ASB,Associated Banc-Corp,4.12B,25.14,0.04%,952.86M
FLO,"Flowers Foods, Inc.",4.12B,19.55,-0.91%,5.12B
BTSG,"BrightSpring Health Services, Inc.",4.11B,23.60,-2.64%,10.59B
ENIC,Enel Chile S.A.,4.11B,3.040,-,5.29B
CVCO,"Cavco Industries, Inc.",4.10B,508.64,6.67%,1.93B
SR,Spire Inc.,4.10B,70.96,-0.95%,2.59B
OSCR,"Oscar Health, Inc.",4.10B,16.60,-4.05%,8.22B
IBOC,International Bancshares Corporation,4.10B,65.89,-2.04%,799.36M
CNX,CNX Resources Corporation,4.09B,27.38,-0.47%,1.44B
KGS,"Kodiak Gas Services, Inc.",4.08B,46.78,-5.80%,1.08B
SMG,The Scotts Miracle-Gro Company,4.08B,70.96,-1.32%,3.56B
BCO,The Brink's Company,4.07B,93.33,-2.65%,4.99B
CARG,"CarGurus, Inc.",4.07B,39.20,-3.33%,888.97M
ST,Sensata Technologies Holding plc,4.06B,27.16,-0.98%,4.02B
HGV,Hilton Grand Vacations Inc.,4.06B,41.20,-2.51%,4.24B
SGHC,Super Group (SGHC) Limited,4.06B,8.09,-2.65%,1.74B
AI,"C3.ai, Inc.",4.05B,31.35,-2.18%,346.54M
WRD,WeRide Inc.,4.03B,14.69,-1.74%,52.05M
NFE,New Fortress Energy Inc.,4.03B,15.00,-3.66%,2.42B
TDS,"Telephone and Data Systems, Inc.",4.03B,35.35,-1.53%,5.04B
GHC,Graham Holdings Company,4.03B,928.82,-0.35%,4.71B
ICUI,"ICU Medical, Inc.",4.02B,164.36,-0.93%,2.34B
COMP,"Compass, Inc.",4.02B,7.25,-3.72%,5.35B
OGN,Organon & Co.,4.01B,15.56,-2.57%,6.41B
DORM,"Dorman Products, Inc.",4.01B,131.28,-1.34%,1.97B
OGS,"ONE Gas, Inc.",4.00B,70.64,0.20%,2.06B
NNI,"Nelnet, Inc.",4.00B,110.17,-0.60%,1.26B
JWN,"Nordstrom, Inc.",3.99B,24.20,-0.17%,15.11B
AX,"Axos Financial, Inc.",3.99B,69.93,0.43%,1.18B
ATGE,Adtalem Global Education Inc.,3.99B,107.13,4.60%,1.69B
BL,"BlackLine, Inc.",3.99B,63.85,0.65%,639.61M
SPR,"Spirit AeroSystems Holdings, Inc.",3.99B,34.01,-2.49%,6.48B
PYCR,"Paycor HCM, Inc.",3.99B,22.13,-0.14%,678.84M
PAY,"Paymentus Holdings, Inc.",3.98B,31.96,-0.37%,778.67M
UNF,UniFirst Corporation,3.98B,214.32,-0.66%,2.44B
GSHD,"Goosehead Insurance, Inc",3.98B,107.17,-1.72%,282.56M
GOLF,Acushnet Holdings Corp.,3.97B,65.32,-1.54%,2.42B
RARE,Ultragenyx Pharmaceutical Inc.,3.97B,43.03,-0.85%,522.75M
UCB,"United Community Banks, Inc.",3.96B,33.17,0.36%,901.17M
BANF,BancFirst Corporation,3.96B,119.08,0.13%,622.45M
SBRA,"Sabra Health Care REIT, Inc.",3.95B,16.71,-0.30%,682.32M
RIOT,"Riot Platforms, Inc.",3.95B,11.88,-0.17%,312.91M
NCNO,"nCino, Inc.",3.94B,34.01,-1.59%,522.98M
FIZZ,National Beverage Corp.,3.94B,42.05,-0.31%,1.19B
RYN,Rayonier Inc.,3.93B,26.14,-0.57%,1.00B
DXC,DXC Technology Company,3.93B,21.72,0.84%,13.26B
RNA,"Avidity Biosciences, Inc.",3.93B,32.93,0.92%,10.12M
XRAY,DENTSPLY SIRONA Inc.,3.93B,19.76,-2.71%,3.90B
PRCT,PROCEPT BioRobotics Corporation,3.92B,72.50,1.30%,199.84M
AVNT,Avient Corporation,3.92B,42.90,-2.17%,3.21B
SIM,"Grupo Simec, S.A.B. de C.V.",3.90B,25.38,-,1.71B
ASGN,ASGN Incorporated,3.90B,88.21,-0.74%,4.19B
NPO,Enpro Inc.,3.90B,185.70,-0.56%,1.04B
MUR,Murphy Oil Corporation,3.88B,26.63,-3.06%,3.02B
SHC,Sotera Health Company,3.88B,13.71,-1.72%,1.12B
ORA,"Ormat Technologies, Inc.",3.88B,64.15,-0.16%,890.25M
FROG,JFrog Ltd.,3.88B,34.76,-1.70%,409.67M
BEPC,Brookfield Renewable Corporation,3.87B,26.69,4.63%,4.57B
BHVN,Biohaven Ltd.,3.87B,38.25,-1.92%,-
CPA,"Copa Holdings, S.A.",3.87B,93.22,-1.50%,3.48B
ENS,EnerSys,3.87B,97.07,-1.13%,3.51B
CRGY,Crescent Energy Company,3.86B,15.06,-2.52%,2.71B
FRO,Frontline plc,3.86B,17.32,-0.92%,2.04B
GVA,Granite Construction Incorporated,3.85B,88.14,-1.17%,3.96B
CLVT,Clarivate Plc,3.85B,5.42,-1.28%,2.58B
SMPL,The Simply Good Foods Company,3.84B,38.00,-0.78%,1.36B
PLXS,Plexus Corp.,3.84B,141.71,-1.13%,3.95B
ALVO,Alvotech,3.84B,12.72,2.50%,393.92M
BLKB,"Blackbaud, Inc.",3.83B,77.15,0.40%,1.15B
DOCN,"DigitalOcean Holdings, Inc.",3.83B,41.48,-0.53%,756.56M
TFSL,TFS Financial Corporation,3.82B,13.72,7.27%,304.58M
ADMA,"ADMA Biologics, Inc.",3.82B,16.15,0.31%,382.81M
SG,"Sweetgreen, Inc.",3.81B,32.92,-2.17%,668.95M
HHH,Howard Hughes Holdings Inc.,3.80B,76.37,-0.66%,1.20B
ALE,"ALLETE, Inc.",3.79B,65.62,-0.09%,1.57B
PBH,Prestige Consumer Healthcare Inc.,3.79B,76.77,-2.10%,1.11B
SKT,Tanger Inc.,3.79B,32.82,-0.62%,522.82M
SRRK,Scholar Rock Holding Corporation,3.78B,40.38,-0.05%,-
PAYO,Payoneer Global Inc.,3.78B,10.60,-2.84%,940.30M
AKRO,"Akero Therapeutics, Inc.",3.77B,54.08,-2.31%,-
ATAT,Atour Lifestyle Holdings Limited,3.77B,27.41,-2.80%,950.76M
DLO,DLocal Limited,3.76B,13.20,-2.29%,729.49M
CRNX,"Crinetics Pharmaceuticals, Inc.",3.74B,40.30,0.10%,1.04M
NXE,NexGen Energy Ltd.,3.73B,6.56,-3.39%,-
TNL,Travel + Leisure Co.,3.72B,54.36,-1.52%,3.83B
EBC,"Eastern Bankshares, Inc.",3.71B,18.36,-0.49%,664.13M
APLE,"Apple Hospitality REIT, Inc.",3.70B,15.44,-,1.41B
FULT,Fulton Financial Corporation,3.70B,20.34,-0.05%,1.13B
DEI,"Douglas Emmett, Inc.",3.69B,18.36,0.44%,965.44M
IMVT,"Immunovant, Inc.",3.69B,21.74,-1.50%,-
RGTI,"Rigetti Computing, Inc.",3.69B,13.17,7.07%,11.89M
ACLX,"Arcellx, Inc.",3.68B,68.13,0.81%,155.82M
ARLP,"Alliance Resource Partners, L.P.",3.68B,28.70,1.13%,2.48B
BHF,"Brighthouse Financial, Inc.",3.66B,61.71,0.73%,4.86B
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",3.66B,75.60,-5.98%,748.99M
CXT,"Crane NXT, Co.",3.66B,63.97,-0.40%,1.44B
RYTM,"Rhythm Pharmaceuticals, Inc.",3.65B,59.43,0.35%,112.53M
IAC,IAC Inc.,3.65B,42.33,0.02%,3.88B
ALIT,"Alight, Inc.",3.65B,6.85,-0.87%,3.36B
TCBI,"Texas Capital Bancshares, Inc.",3.65B,78.95,-0.44%,865.35M
VKTX,"Viking Therapeutics, Inc.",3.65B,32.75,-2.79%,-
KFY,Korn Ferry,3.65B,70.73,-1.22%,2.71B
GFF,Griffon Corporation,3.64B,75.77,-2.48%,2.62B
MDU,"MDU Resources Group, Inc.",3.63B,17.82,-0.50%,4.45B
ASO,"Academy Sports and Outdoors, Inc.",3.63B,52.31,-4.33%,6.05B
UAA,"Under Armour, Inc.",3.61B,8.35,-3.58%,5.40B
APLS,"Apellis Pharmaceuticals, Inc.",3.61B,29.01,-4.54%,715.22M
MWA,"Mueller Water Products, Inc.",3.60B,23.00,-0.04%,1.31B
APAM,Artisan Partners Asset Management Inc.,3.59B,44.69,0.18%,1.06B
PI,"Impinj, Inc.",3.59B,126.89,-0.82%,345.17M
MP,MP Materials Corp.,3.58B,21.96,1.01%,184.07M
CCOI,"Cogent Communications Holdings, Inc.",3.57B,75.34,0.65%,976.01M
TGLS,Tecnoglass Inc.,3.57B,76.00,-2.14%,845.21M
NOG,"Northern Oil and Gas, Inc.",3.57B,35.95,-3.28%,2.00B
HL,Hecla Mining Company,3.57B,5.68,-1.73%,840.96M
IAG,IAMGOLD Corporation,3.57B,6.24,-0.79%,1.46B
LIF,"Life360, Inc.",3.57B,45.72,-4.15%,342.92M
BRC,Brady Corporation,3.56B,74.49,-0.68%,1.39B
CRSP,CRISPR Therapeutics AG,3.55B,41.59,-1.07%,202.83M
ACVA,ACV Auctions Inc.,3.55B,21.16,-2.44%,596.02M
POWI,"Power Integrations, Inc.",3.54B,62.32,3.78%,403.23M
PTCT,"PTC Therapeutics, Inc.",3.54B,45.88,-0.59%,900.66M
ZI,ZoomInfo Technologies Inc.,3.53B,10.29,-1.72%,1.22B
FHB,"First Hawaiian, Inc.",3.53B,27.62,3.10%,793.79M
NVST,Envista Holdings Corporation,3.53B,20.52,-4.16%,2.50B
MEOH,Methanex Corporation,3.53B,52.20,0.85%,3.72B
VCYT,"Veracyte, Inc.",3.52B,45.48,-1.43%,425.33M
AVPT,"AvePoint, Inc.",3.52B,18.78,0.32%,315.92M
PCH,PotlatchDeltic Corporation,3.52B,44.73,0.86%,1.06B
RUM,Rumble Inc.,3.52B,12.38,2.15%,85.65M
SNEX,StoneX Group Inc.,3.51B,109.52,-0.73%,98.70B
ECG,"Everus Construction Group, Inc.",3.51B,68.81,-2.38%,2.73B
DOOO,BRP Inc.,3.51B,47.81,-5.27%,6.28B
HTGC,"Hercules Capital, Inc.",3.50B,21.15,0.43%,494.41M
ALKT,"Alkami Technology, Inc.",3.50B,34.79,-3.55%,315.56M
EPR,EPR Properties,3.49B,46.10,-0.64%,681.72M
DV,"DoubleVerify Holdings, Inc.",3.49B,20.61,0.10%,638.46M
WU,The Western Union Company,3.49B,10.32,-0.77%,4.20B
TBBB,BBB Foods Inc.,3.48B,31.02,2.28%,2.73B
ATMU,Atmus Filtration Technologies Inc.,3.48B,41.82,-2.45%,1.66B
HAE,Haemonetics Corporation,3.47B,69.05,-0.60%,1.36B
OR,Osisko Gold Royalties Ltd,3.47B,18.52,-0.48%,183.59M
FUL,H.B. Fuller Company,3.45B,63.13,-0.60%,3.57B
CBU,"Community Financial System, Inc.",3.45B,65.53,-0.05%,723.53M
TPH,"Tri Pointe Homes, Inc.",3.45B,36.86,-2.85%,4.50B
FIBK,"First Interstate BancSystem, Inc.",3.45B,32.95,-1.64%,931.90M
HOG,"Harley-Davidson, Inc.",3.45B,27.06,-1.99%,5.55B
TAC,TransAlta Corporation,3.45B,11.48,-0.52%,2.07B
UA,"Under Armour, Inc.",3.44B,7.53,-3.34%,5.40B
IGT,International Game Technology PLC,3.44B,17.02,-2.07%,4.32B
CNK,"Cinemark Holdings, Inc.",3.44B,28.63,-0.76%,2.87B
RIG,Transocean Ltd.,3.43B,3.920,0.26%,3.31B
AQN,Algonquin Power & Utilities Corp.,3.43B,4.440,2.30%,2.61B
NMRK,"Newmark Group, Inc.",3.43B,14.13,0.28%,2.61B
CORZ,"Core Scientific, Inc.",3.43B,12.27,0.08%,557.68M
ESE,ESCO Technologies Inc.,3.42B,132.74,-0.46%,1.03B
MHO,"M/I Homes, Inc.",3.42B,125.80,-3.20%,4.50B
VAL,Valaris Limited,3.41B,47.94,-1.70%,2.26B
IRTC,"iRhythm Technologies, Inc.",3.41B,108.85,1.03%,560.03M
PRGO,Perrigo Company plc,3.40B,24.91,-0.08%,4.39B
PBF,PBF Energy Inc.,3.39B,29.26,-2.89%,34.90B
ATHM,Autohome Inc.,3.39B,28.02,-4.40%,1.02B
AUB,Atlantic Union Bankshares Corporation,3.39B,37.77,0.96%,767.33M
OLN,Olin Corporation,3.39B,29.29,-8.87%,6.54B
FBP,First BanCorp.,3.38B,20.76,-0.81%,878.28M
IFS,Intercorp Financial Services Inc.,3.38B,29.78,0.30%,1.11B
CDP,COPT Defense Properties,3.37B,29.44,-0.14%,749.50M
CNXC,Concentrix Corporation,3.37B,52.28,-1.65%,9.62B
CATY,Cathay General Bancorp,3.37B,47.49,0.15%,692.22M
HASI,"HA Sustainable Infrastructure Capital, Inc.",3.36B,28.01,-2.23%,139.08M
DNLI,Denali Therapeutics Inc.,3.35B,23.30,-1.19%,-
WRBY,Warby Parker Inc.,3.33B,27.71,-2.50%,742.53M
SYNA,Synaptics Incorporated,3.33B,84.90,-1.46%,979.40M
ABM,ABM Industries Incorporated,3.32B,53.36,0.36%,8.36B
REZI,"Resideo Technologies, Inc.",3.31B,22.52,-2.04%,6.44B
NWE,"NorthWestern Energy Group, Inc.",3.31B,53.91,-0.52%,1.50B
HGTY,"Hagerty, Inc.",3.30B,9.69,-0.51%,1.15B
OSIS,"OSI Systems, Inc.",3.30B,196.44,0.12%,1.65B
YOU,"Clear Secure, Inc.",3.30B,23.67,0.85%,735.18M
RSI,"Rush Street Interactive, Inc.",3.29B,14.58,1.96%,863.77M
WSFS,WSFS Financial Corporation,3.28B,56.00,0.72%,984.95M
SLVM,Sylvamo Corporation,3.28B,80.10,-1.35%,3.77B
MIR,"Mirion Technologies, Inc.",3.27B,15.84,-,836.90M
GMS,GMS Inc.,3.27B,84.34,-2.08%,5.59B
IRDM,Iridium Communications Inc.,3.27B,28.75,1.16%,812.43M
LUNR,"Intuitive Machines, Inc.",3.27B,21.68,-3.30%,203.90M
PATK,"Patrick Industries, Inc.",3.26B,97.14,-0.80%,3.65B
HBM,Hudbay Minerals Inc.,3.26B,8.27,-2.82%,2.04B
FA,First Advantage Corporation,3.26B,18.88,0.69%,755.64M
MGEE,"MGE Energy, Inc.",3.25B,89.85,-0.47%,653.68M
HEES,"H&E Equipment Services, Inc.",3.25B,88.69,0.02%,1.52B
HAYW,"Hayward Holdings, Inc.",3.24B,15.06,-1.31%,1.00B
WD,"Walker & Dunlop, Inc.",3.24B,96.07,-0.54%,986.07M
BVN,Compañía de Minas Buenaventura S.A.A.,3.24B,12.76,-0.23%,1.11B
TFPM,Triple Flag Precious Metals Corp.,3.23B,16.03,-1.66%,246.52M
HIW,"Highwoods Properties, Inc.",3.22B,29.79,0.78%,829.29M
OTTR,Otter Tail Corporation,3.22B,77.04,-0.82%,1.34B
SGRY,"Surgery Partners, Inc.",3.22B,25.49,-1.01%,2.99B
TEX,Terex Corporation,3.21B,48.09,-1.80%,5.11B
AMBA,"Ambarella, Inc.",3.20B,76.72,-1.83%,252.47M
SXT,Sensient Technologies Corporation,3.20B,75.51,-0.05%,1.53B
BTG,B2Gold Corp.,3.20B,2.420,-0.82%,1.91B
VEON,VEON Ltd.,3.19B,45.05,3.92%,3.96B
AVAL,Grupo Aval Acciones y Valores S.A.,3.19B,2.800,-3.13%,2.75B
WDFC,WD-40 Company,3.18B,234.95,0.47%,603.64M
LPL,"LG Display Co., Ltd.",3.18B,3.230,-0.62%,18.02B
PTVE,Pactiv Evergreen Inc.,3.18B,17.74,-0.17%,5.20B
HP,"Helmerich & Payne, Inc.",3.18B,31.59,-0.72%,2.76B
EE,"Excelerate Energy, Inc.",3.17B,29.87,-3.49%,816.93M
IPGP,IPG Photonics Corporation,3.17B,73.33,-0.27%,1.04B
CWK,Cushman & Wakefield plc,3.16B,13.79,-0.58%,9.37B
GPOR,Gulfport Energy Corporation,3.16B,178.51,-3.03%,886.64M
YETI,"YETI Holdings, Inc.",3.16B,37.26,-2.89%,1.80B
CAR,"Avis Budget Group, Inc.",3.15B,89.70,-4.21%,11.84B
USLM,"United States Lime & Minerals, Inc.",3.15B,110.58,-2.83%,303.35M
GRND,Grindr Inc.,3.15B,17.84,0.51%,319.10M
CAAP,Corporación América Airports S.A.,3.15B,19.57,-1.90%,1.50B
PTEN,"Patterson-UTI Energy, Inc.",3.15B,8.07,-2.06%,5.80B
